,test_vs_ref_x,test,ref_x,ContrastName_x,variable,ref_value,test_vs_ref_y,ref_y,ContrastName_y,test_value
48197,GSM720473.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720473.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720472.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720472.ch1-vs-GSM720466.ch1,-1+1
48198,GSM720473.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720473.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720474.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720474.ch1-vs-GSM720466.ch1,-1+1
48199,GSM720472.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720472.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720473.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720473.ch1-vs-GSM720466.ch1,-1+1
48200,GSM720472.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720472.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720472.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720472.ch1-vs-GSM720466.ch1,-1+1
48201,GSM720472.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720472.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720474.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720474.ch1-vs-GSM720466.ch1,-1+1
48202,GSM720474.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720474.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720473.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720473.ch1-vs-GSM720466.ch1,-1+1
48203,GSM720474.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720474.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720472.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720472.ch1-vs-GSM720466.ch1,-1+1
48204,GSM720474.ch1-vs-GSM720466.ch1,test_GSE29076_EDL933_nsrR_mutant,ref_GSE29076_EDL933_wild_type,GSM720474.ch1-vs-GSM720466.ch1,nsrR-b4178.DELETION,-1,GSM720474.ch1-vs-GSM720466.ch1,ref_GSE29076_EDL933_wild_type,GSM720474.ch1-vs-GSM720466.ch1,-1+1
48646,GSM909098.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_treated_with_30ng/ml_colicin_M_60min,ref_GSE37026_MG1655_control_30min,GSM909098.ch1-vs-GSM909095.ch1,TIME,30min,GSM909098.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909098.ch1-vs-GSM909095.ch1,30+30min
48647,GSM909098.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_treated_with_30ng/ml_colicin_M_60min,ref_GSE37026_MG1655_control_30min,GSM909098.ch1-vs-GSM909095.ch1,TIME,30min,GSM909102.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909102.ch1-vs-GSM909095.ch1,30+30min
48648,GSM909102.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_treated_with_30ng/ml_colicin_M_60min,ref_GSE37026_MG1655_control_30min,GSM909102.ch1-vs-GSM909095.ch1,TIME,30min,GSM909098.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909098.ch1-vs-GSM909095.ch1,30+30min
48649,GSM909102.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_treated_with_30ng/ml_colicin_M_60min,ref_GSE37026_MG1655_control_30min,GSM909102.ch1-vs-GSM909095.ch1,TIME,30min,GSM909102.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909102.ch1-vs-GSM909095.ch1,30+30min
48670,GSM909097.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_control_60min,ref_GSE37026_MG1655_control_30min,GSM909097.ch1-vs-GSM909095.ch1,TIME,30min,GSM909097.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909097.ch1-vs-GSM909095.ch1,30+30min
48671,GSM909097.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_control_60min,ref_GSE37026_MG1655_control_30min,GSM909097.ch1-vs-GSM909095.ch1,TIME,30min,GSM909101.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909101.ch1-vs-GSM909095.ch1,30+30min
48672,GSM909101.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_control_60min,ref_GSE37026_MG1655_control_30min,GSM909101.ch1-vs-GSM909095.ch1,TIME,30min,GSM909097.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909097.ch1-vs-GSM909095.ch1,30+30min
48673,GSM909101.ch1-vs-GSM909095.ch1,test_GSE37026_MG1655_control_60min,ref_GSE37026_MG1655_control_30min,GSM909101.ch1-vs-GSM909095.ch1,TIME,30min,GSM909101.ch1-vs-GSM909095.ch1,ref_GSE37026_MG1655_control_30min,GSM909101.ch1-vs-GSM909095.ch1,30+30min
48720,GSM548529.ch1-vs-GSM548528.ch1,test_GSE22057_BW25113_yjgI_mutant,ref_GSE22057_BW25113_wild_type,GSM548529.ch1-vs-GSM548528.ch1,yjgI-b4249.DELETION,-1,GSM548529.ch1-vs-GSM548528.ch1,ref_GSE22057_BW25113_wild_type,GSM548529.ch1-vs-GSM548528.ch1,-1+1
48973,GSM1311347.ch1-vs-GSM1311346.ch1,test_GSE54271_BW25113-pCA24N_arT_LB_90min_1mM_IPTG,ref_GSE54271_BW25113-pCA24N_LB_90min_1mM_IPTG,GSM1311347.ch1-vs-GSM1311346.ch1,ArT,-1,GSM1311347.ch1-vs-GSM1311346.ch1,ref_GSE54271_BW25113-pCA24N_LB_90min_1mM_IPTG,GSM1311347.ch1-vs-GSM1311346.ch1,-1+1
49023,GSM451473.ch1-vs-GSM451473.ch2,test_GSE18059_Colony_Biofilm_Perimeter,ref_GSE18059_Colony_Biofilm_Interior,GSM451473.ch1-vs-GSM451473.ch2,GROWTH.BIOFILM.INTERIOR,1,,,,
49024,GSM451472.ch2-vs-GSM451472.ch1,test_GSE18059_Colony_Biofilm_Perimeter,ref_GSE18059_Colony_Biofilm_Interior,GSM451472.ch2-vs-GSM451472.ch1,GROWTH.BIOFILM.INTERIOR,1,,,,
49025,GSM451474.ch2-vs-GSM451474.ch1,test_GSE18059_Colony_Biofilm_Perimeter,ref_GSE18059_Colony_Biofilm_Interior,GSM451474.ch2-vs-GSM451474.ch1,GROWTH.BIOFILM.INTERIOR,1,,,,
49026,GSM451475.ch2-vs-GSM451475.ch1,test_GSE18059_Colony_Biofilm_Perimeter,ref_GSE18059_Colony_Biofilm_Interior,GSM451475.ch2-vs-GSM451475.ch1,GROWTH.BIOFILM.INTERIOR,1,,,,
49164,GSM1317880.ch1-vs-GSM1317878.ch1,test_GSE54512_3.5%NaCl,ref_GSE54512_2%NaCl,GSM1317880.ch1-vs-GSM1317878.ch1,NaCl,2M,GSM1317880.ch1-vs-GSM1317878.ch1,ref_GSE54512_2%NaCl,GSM1317880.ch1-vs-GSM1317878.ch1,2+1.5M
49165,GSM1317880.ch1-vs-GSM1317878.ch1,test_GSE54512_3.5%NaCl,ref_GSE54512_2%NaCl,GSM1317880.ch1-vs-GSM1317878.ch1,NaCl,2M,GSM1317879.ch1-vs-GSM1317878.ch1,ref_GSE54512_2%NaCl,GSM1317879.ch1-vs-GSM1317878.ch1,2+1.5M
49166,GSM1317879.ch1-vs-GSM1317878.ch1,test_GSE54512_3.5%NaCl,ref_GSE54512_2%NaCl,GSM1317879.ch1-vs-GSM1317878.ch1,NaCl,2M,GSM1317880.ch1-vs-GSM1317878.ch1,ref_GSE54512_2%NaCl,GSM1317880.ch1-vs-GSM1317878.ch1,2+1.5M
49167,GSM1317879.ch1-vs-GSM1317878.ch1,test_GSE54512_3.5%NaCl,ref_GSE54512_2%NaCl,GSM1317879.ch1-vs-GSM1317878.ch1,NaCl,2M,GSM1317879.ch1-vs-GSM1317878.ch1,ref_GSE54512_2%NaCl,GSM1317879.ch1-vs-GSM1317878.ch1,2+1.5M
49176,GSM1317883.ch1-vs-GSM1317878.ch1,test_GSE54512_5.5%NaCl,ref_GSE54512_2%NaCl,GSM1317883.ch1-vs-GSM1317878.ch1,NaCl,2M,GSM1317883.ch1-vs-GSM1317878.ch1,ref_GSE54512_2%NaCl,GSM1317883.ch1-vs-GSM1317878.ch1,2+3.5M
49182,GSM1317882.ch1-vs-GSM1317878.ch1,test_GSE54512_5%NaCl,ref_GSE54512_2%NaCl,GSM1317882.ch1-vs-GSM1317878.ch1,NaCl,2M,GSM1317882.ch1-vs-GSM1317878.ch1,ref_GSE54512_2%NaCl,GSM1317882.ch1-vs-GSM1317878.ch1,2+3M
49188,GSM1317881.ch1-vs-GSM1317878.ch1,test_GSE54512_4.5%NaCl,ref_GSE54512_2%NaCl,GSM1317881.ch1-vs-GSM1317878.ch1,NaCl,2M,GSM1317881.ch1-vs-GSM1317878.ch1,ref_GSE54512_2%NaCl,GSM1317881.ch1-vs-GSM1317878.ch1,2+2.5M
49222,GSM1099468.ch2-vs-GSM1099468.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,VOC,-1,GSM1099468.ch2-vs-GSM1099468.ch1,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,-1+1
49223,GSM1099468.ch2-vs-GSM1099468.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,VOC,-1,GSM1099469.ch2-vs-GSM1099469.ch1,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,-1+1
49224,GSM1099468.ch2-vs-GSM1099468.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,VOC,-1,GSM1099470.ch2-vs-GSM1099470.ch1,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,-1+1
49225,GSM1099468.ch2-vs-GSM1099468.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,VOC,-1,GSM1099471.ch2-vs-GSM1099471.ch1,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,-1+1
49226,GSM1099469.ch2-vs-GSM1099469.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,VOC,-1,GSM1099468.ch2-vs-GSM1099468.ch1,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,-1+1
49227,GSM1099469.ch2-vs-GSM1099469.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,VOC,-1,GSM1099469.ch2-vs-GSM1099469.ch1,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,-1+1
49228,GSM1099469.ch2-vs-GSM1099469.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,VOC,-1,GSM1099470.ch2-vs-GSM1099470.ch1,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,-1+1
49229,GSM1099469.ch2-vs-GSM1099469.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,VOC,-1,GSM1099471.ch2-vs-GSM1099471.ch1,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,-1+1
49230,GSM1099470.ch2-vs-GSM1099470.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,VOC,-1,GSM1099468.ch2-vs-GSM1099468.ch1,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,-1+1
49231,GSM1099470.ch2-vs-GSM1099470.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,VOC,-1,GSM1099469.ch2-vs-GSM1099469.ch1,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,-1+1
49232,GSM1099470.ch2-vs-GSM1099470.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,VOC,-1,GSM1099470.ch2-vs-GSM1099470.ch1,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,-1+1
49233,GSM1099470.ch2-vs-GSM1099470.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,VOC,-1,GSM1099471.ch2-vs-GSM1099471.ch1,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,-1+1
49234,GSM1099471.ch2-vs-GSM1099471.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,VOC,-1,GSM1099468.ch2-vs-GSM1099468.ch1,ref_GSE45228_control_720min,GSM1099468.ch2-vs-GSM1099468.ch1,-1+1
49235,GSM1099471.ch2-vs-GSM1099471.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,VOC,-1,GSM1099469.ch2-vs-GSM1099469.ch1,ref_GSE45228_control_720min,GSM1099469.ch2-vs-GSM1099469.ch1,-1+1
49236,GSM1099471.ch2-vs-GSM1099471.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,VOC,-1,GSM1099470.ch2-vs-GSM1099470.ch1,ref_GSE45228_control_720min,GSM1099470.ch2-vs-GSM1099470.ch1,-1+1
49237,GSM1099471.ch2-vs-GSM1099471.ch1,test_GSE45228_VOC_720min,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,VOC,-1,GSM1099471.ch2-vs-GSM1099471.ch1,ref_GSE45228_control_720min,GSM1099471.ch2-vs-GSM1099471.ch1,-1+1
49270,GSM1099473.ch2-vs-GSM1099473.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,VOC,-1,GSM1099473.ch2-vs-GSM1099473.ch1,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,-1+1
49271,GSM1099473.ch2-vs-GSM1099473.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,VOC,-1,GSM1099475.ch2-vs-GSM1099475.ch1,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,-1+1
49272,GSM1099473.ch2-vs-GSM1099473.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,VOC,-1,GSM1099474.ch2-vs-GSM1099474.ch1,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,-1+1
49273,GSM1099473.ch2-vs-GSM1099473.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,VOC,-1,GSM1099472.ch2-vs-GSM1099472.ch1,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,-1+1
49274,GSM1099475.ch2-vs-GSM1099475.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,VOC,-1,GSM1099473.ch2-vs-GSM1099473.ch1,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,-1+1
49275,GSM1099475.ch2-vs-GSM1099475.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,VOC,-1,GSM1099475.ch2-vs-GSM1099475.ch1,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,-1+1
49276,GSM1099475.ch2-vs-GSM1099475.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,VOC,-1,GSM1099474.ch2-vs-GSM1099474.ch1,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,-1+1
49277,GSM1099475.ch2-vs-GSM1099475.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,VOC,-1,GSM1099472.ch2-vs-GSM1099472.ch1,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,-1+1
49278,GSM1099474.ch2-vs-GSM1099474.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,VOC,-1,GSM1099473.ch2-vs-GSM1099473.ch1,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,-1+1
49279,GSM1099474.ch2-vs-GSM1099474.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,VOC,-1,GSM1099475.ch2-vs-GSM1099475.ch1,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,-1+1
49280,GSM1099474.ch2-vs-GSM1099474.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,VOC,-1,GSM1099474.ch2-vs-GSM1099474.ch1,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,-1+1
49281,GSM1099474.ch2-vs-GSM1099474.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,VOC,-1,GSM1099472.ch2-vs-GSM1099472.ch1,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,-1+1
49282,GSM1099472.ch2-vs-GSM1099472.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,VOC,-1,GSM1099473.ch2-vs-GSM1099473.ch1,ref_GSE45228_control_1440min,GSM1099473.ch2-vs-GSM1099473.ch1,-1+1
49283,GSM1099472.ch2-vs-GSM1099472.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,VOC,-1,GSM1099475.ch2-vs-GSM1099475.ch1,ref_GSE45228_control_1440min,GSM1099475.ch2-vs-GSM1099475.ch1,-1+1
49284,GSM1099472.ch2-vs-GSM1099472.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,VOC,-1,GSM1099474.ch2-vs-GSM1099474.ch1,ref_GSE45228_control_1440min,GSM1099474.ch2-vs-GSM1099474.ch1,-1+1
49285,GSM1099472.ch2-vs-GSM1099472.ch1,test_GSE45228_VOC_1440min,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,VOC,-1,GSM1099472.ch2-vs-GSM1099472.ch1,ref_GSE45228_control_1440min,GSM1099472.ch2-vs-GSM1099472.ch1,-1+1
49302,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,360+360min
49303,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,360+360min
49304,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,360+360min
49305,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,360+360min
49306,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,360+360min
49307,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,360+360min
49308,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,360+360min
49309,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,360+360min
49310,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,360+360min
49311,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,360+360min
49312,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,360+360min
49313,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,360+360min
49314,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099468.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099468.ch1-vs-GSM1099464.ch1,360+360min
49315,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099469.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099469.ch1-vs-GSM1099464.ch1,360+360min
49316,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099470.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099470.ch1-vs-GSM1099464.ch1,360+360min
49317,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_720min,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099471.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099471.ch1-vs-GSM1099464.ch1,360+360min
49350,GSM1099475.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099475.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099475.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099475.ch1-vs-GSM1099464.ch1,360+1080min
49351,GSM1099475.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099475.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099474.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099474.ch1-vs-GSM1099464.ch1,360+1080min
49352,GSM1099475.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099475.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099473.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099473.ch1-vs-GSM1099464.ch1,360+1080min
49353,GSM1099475.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099475.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099472.ch1-vs-GSM1099468.ch1,ref_GSE45228_control_720min,GSM1099472.ch1-vs-GSM1099468.ch1,720+720min
49354,GSM1099474.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099474.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099475.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099475.ch1-vs-GSM1099464.ch1,360+1080min
49355,GSM1099474.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099474.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099474.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099474.ch1-vs-GSM1099464.ch1,360+1080min
49356,GSM1099474.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099474.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099473.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099473.ch1-vs-GSM1099464.ch1,360+1080min
49357,GSM1099474.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099474.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099472.ch1-vs-GSM1099468.ch1,ref_GSE45228_control_720min,GSM1099472.ch1-vs-GSM1099468.ch1,720+720min
49358,GSM1099473.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_1440min,ref_GSE45228_control_360min,GSM1099473.ch1-vs-GSM1099464.ch1,TIME,360min,GSM1099475.ch1-vs-GSM1099464.ch1,ref_GSE45228_control_360min,GSM1099475.ch1-vs-GSM1099464.ch1,360+1080min
